Date,Inflow_Total_cfs,Inflow_Total_AF,Total_Outflow_cfs,Total_Outflow_AF,Power_Release_cfs,Power_Release_AF,River_Outlet_Release_cfs,River_Outlet_Release_AF,InflowTemp_degF,Gate_Upp,Gate_Mid,Gate_PRG,Gate_SDG,Riv_Upp,Riv_Mid,Riv_Bot,Wind_msec,Wind_TKE_Term,AirTemp_degC,AirTemp_degF,SolRad_Wm2,Precip_mm,Precip_in,Tdew_degC,Evap_cfs,Storage_AF,Tw_Temp_degF,Precip_in_allzeros
6/30/2001,2944,5839.338843,13628,27030.7438,13628,27030.7438,0,0,63.90178618,5,3,0,0,0,0,0,2.265416667,43.92741254,27.91916667,82.2545,415.125,0,0,12.97196817,248,3283078,50.18902988,0
7/1/2001,2798,5549.752066,13361,26501.15702,13361,26501.15702,0,0,63.6037333,5,5,0,0,0,0,0,1.864166667,2.419453743,28.82083333,83.8775,463.875,0,0,12.64674546,233,3261665,50.38480615,0
7/2/2001,5067,10050.24793,13136,26054.87603,13136,26054.87603,0,0,63.95233635,4,5,0,0,0,0,0,2.465,45.43573499,30.7625,87.3725,455.6666667,0,0,12.04033814,260,3245145,50.4865014,0
7/3/2001,5304,10520.33058,11626,23059.83471,11626,23059.83471,0,0,64.20607589,2,5,0,0,0,0,0,1.62875,12.72946578,31.04583333,87.8825,303.75,0,0,14.01095556,420,3231773,50.50595367,0
7/4/2001,4803,9526.61157,12264,24325.28926,12264,24325.28926,0,0,64.61408093,2,5,0,0,0,0,0,2.325416667,110.9091656,31.3125,88.3625,313.7083333,0,0,15.03878283,105,3216765,50.73477129,0
7/5/2001,5503,10915.04132,12727,25243.63636,12727,25243.63636,0,0,64.5376289,0,5,0,0,0,0,0,2.464583333,171.7412987,30.75416667,87.3575,443.5833333,0,0,12.86865889,188,3202064,50.8963856,0
7/6/2001,4761,9443.305785,13853,27477.02479,13853,27477.02479,0,0,64.57130565,0,5,0,0,0,0,0,3.429583333,726.5602057,28.0375,82.4675,447.3333333,0,0,11.95400639,326,3183383,51.09312413,0
7/7/2001,3097,6142.809917,13658,27090.24793,13658,27090.24793,0,0,64.54813273,0,5,0,0,0,0,0,1.799583333,47.97382976,25.78333333,78.41,393.1666667,0,0,8.180432037,242,3161956,51.21540282,0
7/8/2001,2826,5605.289256,13468,26713.38843,13468,26713.38843,0,0,63.59753826,0,5,0,0,0,0,0,1.864583333,2.486751189,27.97916667,82.3625,447.75,0,0,10.19205762,227,3140398,51.36828469,0
7/9/2001,3698,7334.876033,13299,26378.18182,13299,26378.18182,0,0,64.07456762,0,5,1,0,0,0,0,2.55,245.938016,29.06666667,84.32,413.0416667,0,0,13.42692228,164,3121030,51.08878759,0
7/10/2001,4736,9393.719008,13240,26261.15702,13240,26261.15702,0,0,65.2900114,0,5,1,0,0,0,0,2.621041667,131.3631448,27.6775,81.8195,376.25,0,0,13.85045094,273,3103620,51.34611428,0
7/11/2001,2766,5486.280992,11137,22089.91736,11137,22089.91736,0,0,65.27386292,0,4,2,0,0,0,0,2.926666667,101.2865602,26.29166667,79.325,405.9166667,0,0,12.46046256,143,3086732,51.6,0
7/12/2001,4328,8584.46281,13021,25826.77686,13021,25826.77686,0,0,65.57707311,0,4,2,0,0,0,0,1.62875,12.70019954,24.9875,76.9775,399.125,0,0,10.31768209,257,3068980,51.42841172,0
7/13/2001,5169,10252.56198,13959,27687.27273,13959,27687.27273,0,0,65.72472643,0,4,2,0,0,0,0,2.292916667,78.77576148,27.13333333,80.84,441.0416667,0,0,11.06029181,243,3051064,51.0970295,0
7/14/2001,3968,7870.413223,13988,27744.79339,13988,27744.79339,0,0,65.8283626,0,4,2,0,0,0,0,2.807916667,462.0269975,27.375,81.275,410.5,0,0,11.9190432,235,3030723,51.26456059,0
7/15/2001,3060,6069.421488,13982,27732.89256,13982,27732.89256,0,0,65.09434862,0,4,2,0,0,0,0,3.622083333,754.1362323,25.74166667,78.335,418.3333333,0,0,11.41051709,234,3008663,51.56272636,0
7/16/2001,4760,9441.322314,13462,26701.4876,13462,26701.4876,0,0,64.10616664,0,4,2,0,0,0,0,4.157916667,571.6146428,22.1875,71.9375,426.7083333,0,0,12.0074713,312,2990784,51.67286333,0
7/17/2001,4397,8721.322314,13152,26086.61157,13152,26086.61157,0,0,65.78978503,0,2,3,0,0,0,0,2.893333333,276.6790044,23.21666667,73.79,430,0,0,10.86415168,225,2972973,51.10891687,0
7/18/2001,3127,6202.31405,12074,23948.42975,12074,23948.42975,0,0,65.73253198,0,2,3,0,0,0,0,2.2075,64.81574232,25.71666667,78.29,429.625,0,0,11.08641099,224,2954783,50.5843586,0
7/19/2001,4712,9346.115702,13140,26062.80992,13140,26062.80992,0,0,66.18643965,0,2,3,0,0,0,0,3.45125,549.692039,25.50416667,77.9075,414.0416667,0,0,11.45132651,256,2937559,50.88752792,0
7/20/2001,4829,9578.181818,12953,25691.90083,12953,25691.90083,0,0,65.8688914,0,2,3,0,0,0,0,3.965833333,303.6787751,23.7375,74.7275,426.75,0,0,12.10215338,294,2920862,51.00934378,0
7/21/2001,2224,4411.239669,12915,25616.52893,12915,25616.52893,0,0,65.91211913,0,2,3,0,0,0,0,2.936666667,68.51361326,23.77083333,74.7875,432.7916667,0,0,8.864084467,260,2899141,51.25998815,0
7/22/2001,1507,2989.090909,12973,25731.57025,12973,25731.57025,0,0,65.10648104,0,2,3,0,0,0,0,1.80125,13.06717893,26.36666667,79.46,402.6666667,0,0,8.400638191,207,2875988,51.24604676,0
7/23/2001,4523,8971.239669,13156,26094.54545,13156,26094.54545,0,0,65.3732304,0,0,5,0,0,0,0,2.829583333,164.469012,29.97083333,85.9475,432.4166667,0,0,9.896604596,213,2858441,49.43324969,0
7/24/2001,4304,8536.859504,11274,22361.65289,11029,21875.70248,245,485.9504132,66.72339317,0,0,5,0,1,0,0,2.29375,81.64449565,31.61666667,88.91,436.0833333,0,0,11.88382706,302,2844016,48.24908117,0
7/25/2001,5610,11127.27273,15087,29924.6281,15087,29924.6281,0,0,66.56654018,0,1,4,0,0,0,0,2.615416667,265.9139306,30.8375,87.5075,423.8333333,0,0,15.04842618,294,2824636,49.64865482,0
7/26/2001,5349,10609.58678,13298,26376.19835,13298,26376.19835,0,0,66.45025358,0,1,4,0,0,0,0,2.464583333,232.3687977,29.58333333,85.25,418.4583333,0,0,13.03225259,261,2808352,50.19896885,0
7/27/2001,4444,8814.545455,13609,26993.05785,13609,26993.05785,0,0,66.16419425,0,1,4,0,0,0,0,2.400416667,347.7522861,28.9875,84.1775,425.375,0,0,11.43459562,311,2789556,50.35054137,0
7/28/2001,3233,6412.561983,13848,27467.10744,13848,27467.10744,0,0,66.08255058,0,1,4,0,0,0,0,2.079166667,78.49821505,28.77083333,83.7875,426.75,0,0,8.504709661,334,2767838,50.51058422,0
7/29/2001,1594,3161.652893,12479,24751.73554,12479,24751.73554,0,0,65.798375,0,1,4,0,0,0,0,3.515,732.6016847,27.60833333,81.695,406.8333333,0,0,10.36539222,219,2745813,50.32845026,0
7/30/2001,4768,9457.190083,12102,24003.96694,12102,24003.96694,0,0,65.68824419,0,1,4,0,0,0,0,3.28,149.5566125,24.62916667,76.3325,412.0833333,0,0,10.78725278,281,2730708,50.45338879,0
7/31/2001,4862,9643.636364,11947,23696.52893,11947,23696.52893,0,0,66.48073384,0,1,4,0,0,0,0,2.37875,75.65104115,26.70833333,80.075,407.3333333,0,0,9.962848015,293,2716074,50.56141053,0
8/1/2001,4734,9389.752066,11223,22260.49587,11223,22260.49587,0,0,66.57275288,0,1,5,0,0,0,0,2.46375,207.2702459,27.45833333,81.425,399.125,0,0,11.3273047,223,2702760,50.27652161,0
8/2/2001,4502,8929.586777,11238,22290.24793,11238,22290.24793,0,0,66.49990983,0,1,5,0,0,0,0,2.614166667,233.3589254,26.69583333,80.0525,414.2916667,0,0,9.938973436,371,2688663,49.98776644,0
8/3/2001,5474,10857.52066,11442,22694.87603,11442,22694.87603,0,0,66.36011906,0,1,5,0,0,0,0,3.879583333,683.9155498,25.76666667,78.38,405.875,0,0,10.3443171,277,2676276,50.17772781,0
8/4/2001,3598,7136.528926,10483,20792.72727,10483,20792.72727,0,0,65.75396801,0,1,5,0,0,0,0,4.416666667,442.3168373,24.74166667,76.535,389.0833333,0,0,12.84987782,282,2662061,50.11258099,0
8/5/2001,1581,3135.867769,10842,21504.79339,10842,21504.79339,0,0,66.07368172,0,0,5,0,0,0,0,1.735416667,26.74704987,25.69833333,78.257,407,0,0,11.63366718,183,2643328,48.86601093,0
8/6/2001,4318,8564.628099,10150,20132.2314,10150,20132.2314,0,0,64.71211901,0,0,5,0,0,0,0,1.95,48.02917499,28.36875,83.06375,416.8333333,0,0,8.936199295,231,2631303,48.33159707,0
8/7/2001,4359,8645.950413,10739,21300.49587,10739,21300.49587,0,0,66.60467254,0,0,5,0,0,0,0,2.1225,13.43351752,31.01375,87.82475,402.0833333,0,0,8.603242618,188,2618276,49.10845,0
8/8/2001,4428,8782.809917,10654,21131.90083,10654,21131.90083,0,0,66.71802564,0,0,5,0,0,0,0,2.528333333,103.5137644,32.4375,90.3875,398.7083333,0,0,11.26602424,206,2605518,48.99288489,0
8/9/2001,3402,6747.768595,9034,17918.67769,9034,17918.67769,0,0,66.83007275,0,0,5,0,0,0,0,2.52875,219.8383278,30.7,87.26,378.6666667,0,0,13.33954797,271,2593809,49.05768303,0
8/10/2001,3980,7894.214876,10029,19892.2314,10029,19892.2314,0,0,66.64574343,0,0,5,0,0,0,0,2.18625,108.1026077,27.22083333,80.9975,397.4583333,0,0,11.27218523,240,2581334,49.09125129,0
8/11/2001,3595,7130.578512,9483,18809.2562,9483,18809.2562,0,0,66.5842802,0,0,5,0,0,0,0,1.160833333,36.47603789,27.19333333,80.948,354.125,0,0,9.263107869,264,2569131,49.22079451,0
8/12/2001,2163,4290.247934,9924,19683.96694,9924,19683.96694,0,0,66.15567468,0,0,5,0,0,0,0,2.07875,83.6088971,27.1375,80.8475,377.4583333,0,0,8.292441626,203,2553335,49.30696486,0
8/13/2001,3584,7108.760331,9350,18545.45455,9350,18545.45455,0,0,65.13978404,0,0,5,0,0,0,0,2.015416667,34.30430122,25.27916667,77.5025,380.0416667,0,0,7.883953246,178,2541546,49.39380678,0
8/14/2001,5981,11863.1405,10843,21506.77686,8534,16926.94215,2309,4579.834711,65.94275714,0,0,5,0,1,0,0,1.908333333,69.07376666,25.94583333,78.7025,397.3333333,0,0,5.60145882,243,2531421,49.44268196,0
8/15/2001,6265,12426.44628,10382,20592.39669,10382,20592.39669,0,0,65.87146668,0,0,5,0,0,0,0,1.800416667,120.8425224,26.52916667,79.7525,393.7916667,0,0,4.905770838,243,2522772,49.33105953,0
8/16/2001,3966,7866.446281,9008,17867.10744,9008,17867.10744,0,0,65.88453998,0,0,5,0,0,0,0,1.95,125.7495398,27.59166667,81.665,362.125,0,0,3.823562716,224,2512327,49.61507179,0
8/17/2001,3896,7727.603306,8169,16202.97521,8169,16202.97521,0,0,65.67591834,0,0,5,0,0,0,0,2.593333333,247.1391609,28.1375,82.6475,343.0833333,0,0,5.439946634,265,2503326,49.59257833,0
8/18/2001,2047,4060.165289,8196,16256.52893,8196,16256.52893,0,0,65.39360035,0,0,5,0,0,0,0,2.07875,119.5400326,27.50416667,81.5075,376.1666667,0,0,1.610330825,193,2490746,49.79982001,0
8/19/2001,1555,3084.297521,7745,15361.98347,7745,15361.98347,0,0,64.59732166,0,0,5,0,0,0,0,2.700833333,94.63533184,28.77083333,83.7875,348.625,0,0,4.212291431,228,2478015,50.13676335,0
8/20/2001,7651,15175.53719,11421,22653.22314,11421,22653.22314,0,0,64.61401997,0,0,5,0,0,0,0,3.175416667,359.1372967,24.09583333,75.3725,291,0,0,9.969368479,227,2470086,49.86668258,0
8/21/2001,3875,7685.950413,7190,14261.15702,7190,14261.15702,0,0,64.92269297,0,0,5,0,0,0,0,2.70625,288.5823682,23.29583333,73.9325,356.2083333,0,0,9.50736243,175,2463163,49.98478344,0
8/22/2001,4179,8288.92562,6997,13878.34711,6997,13878.34711,0,0,64.71045898,0,0,5,0,0,0,0,3.533333333,446.691501,22.59541667,72.67175,302.5,0,0,11.88296357,174,2457229,50.03650978,0
8/23/2001,4031,7995.371901,6627,13144.46281,6627,13144.46281,0,0,64.4416032,0,0,5,1,0,0,0,2.842083333,82.39488019,23.46416667,74.2355,346.25,0,0,12.09090975,87,2451907,49.46634475,0
8/24/2001,3676,7291.239669,6775,13438.01653,6775,13438.01653,0,0,64.08242278,0,0,5,2,0,0,0,1.670416667,2.190841106,25.35,77.63,361,0,0,11.08528484,174,2445415,49.61721773,0
8/25/2001,2395,4750.413223,7575,15024.79339,7575,15024.79339,0,0,64.28766454,0,0,5,2,0,0,0,2.079166667,199.6854004,26.2,79.16,363.6666667,0,0,10.31357759,173,2434797,49.30491309,0
8/26/2001,2410,4780.165289,8340,16542.14876,8340,16542.14876,0,0,64.0034064,0,0,5,2,0,0,0,2.058333333,62.04499133,28.75416667,83.7575,354.875,0,0,10.26901995,184,2422669,49.78595823,0
8/27/2001,3407,6757.68595,7419,14715.3719,7419,14715.3719,0,0,63.98427323,0,0,5,2,0,0,0,3.002083333,135.2319912,31.075,87.935,362.5416667,0,0,8.09008435,224,2414266,49.66805028,0
8/28/2001,3718,7374.545455,6996,13876.36364,6996,13876.36364,0,0,64.79234796,0,0,4,2,0,0,0,4.202083333,372.3824327,33.025,91.445,351.7083333,0,0,6.117996306,258,2407252,49.67395009,0
8/29/2001,4629,9181.487603,6716,13320.99174,6716,13320.99174,0,0,64.59124964,0,0,4,2,0,0,0,2.742916667,327.0024509,30.41666667,86.75,347.2916667,0,0,11.36409738,172,2402771,49.95208061,0
8/30/2001,3808,7553.057851,7068,14019.17355,7068,14019.17355,0,0,64.4050404,0,0,2,2,0,0,0,3.30125,158.1243873,25.725,78.305,326.4583333,0,0,13.09290992,274,2395761,50.01296615,0
8/31/2001,4299,8526.942149,7316,14511.07438,7316,14511.07438,0,0,64.2740425,0,0,3,2,0,0,0,1.9925,113.4918634,25.09166667,77.165,337.7083333,0,0,13.53851942,108,2389562,49.74595732,0
9/1/2001,2973,5896.859504,6859,13604.6281,6859,13604.6281,0,0,64.57164422,0,0,3,2,0,0,0,1.84375,72.78101141,26.51666667,79.73,319.25,0,0,12.77491096,216,2381425,50.04171411,0
9/2/2001,2438,4835.702479,6931,13747.43802,6931,13747.43802,0,0,64.18587145,0,0,3,2,0,0,0,1.971666667,184.903148,26.24166667,79.235,339.125,0,0,11.46270964,181,2372155,50.27949348,0
9/3/2001,2577,5111.404959,7052,13987.43802,7052,13987.43802,0,0,63.98453144,0,0,3,2,0,0,0,1.737083333,33.9268789,26.525,79.745,336.5833333,0,0,9.420810781,187,2362908,50.25648459,0
9/4/2001,3644,7227.768595,7517,14909.75207,7517,14909.75207,0,0,64.09059981,0,0,3,2,0,0,0,2.079166667,142.8382559,26.36666667,79.46,322.9166667,0,0,8.737345776,197,2354836,50.36891378,0
9/5/2001,4081,8094.545455,7206,14292.89256,7206,14292.89256,0,0,64.54910413,0,0,3,2,0,0,0,2.465208333,342.3930202,24.73333333,76.52,340.7083333,0,0,4.211299843,158,2348324,50.51918259,0
9/6/2001,3675,7289.256198,7194,14269.09091,7194,14269.09091,0,0,63.27624083,0,0,3,2,0,0,0,5.659166667,1330.183451,25.925,78.665,344.8333333,0,0,-0.123998236,247,2340854,50.39963927,0
9/7/2001,4102,8136.198347,6465,12823.1405,6465,12823.1405,0,0,63.11782721,0,0,3,2,0,0,0,4.5225,781.9806936,29.85,85.73,343.2916667,0,0,2.872859511,140,2335890,50.31932216,0
9/8/2001,3515,6971.900826,6568,13027.43802,6568,13027.43802,0,0,62.98561807,0,0,3,2,0,0,0,5.176666667,1172.281988,29.91875,85.85375,317.9166667,0,0,1.841232792,308,2329224,50.63815539,0
9/9/2001,1027,2037.024793,6532,12956.03306,6532,12956.03306,0,0,61.6928094,0,0,3,2,0,0,0,1.740833333,29.23219849,23.1475,73.6655,262.2083333,0,0,9.081246011,251,2317807,50.64330178,0
9/10/2001,3782,7501.487603,6136,12170.57851,6136,12170.57851,0,0,62.37913886,0,0,3,2,0,0,0,2.1075,54.11060659,22.31958333,72.17525,276.2916667,0,0,11.00608052,128,2312883,51.01724949,0
9/11/2001,3803,7543.140496,5438,10786.1157,5438,10786.1157,0,0,62.50424178,0,0,3,2,0,0,0,2.085416667,27.26929277,19.57,67.226,74.79166667,0,0,11.13060992,83,2309475,50.8849524,0
9/12/2001,3678,7295.206612,5386,10682.97521,5386,10682.97521,0,0,62.62618695,0,0,3,2,0,0,0,1.80125,12.95136423,21.52083333,70.7375,219.625,0,0,12.04422278,106,2305877,50.99789505,0
9/13/2001,4193,8316.694215,5895,11692.56198,5895,11692.56198,0,0,62.32977467,0,0,3,2,0,0,0,1.627916667,2.123431228,23.53333333,74.36,292.1666667,0,0,12.968397,111,2302280,51.63667152,0
9/14/2001,3976,7886.280992,5891,11684.6281,5891,11684.6281,0,0,62.35328129,0,0,3,2,0,0,0,2.337083333,34.81922463,26.49583333,79.6925,286.4166667,0,0,12.23361581,83,2298317,51.48998802,0
9/15/2001,3679,7297.190083,6741,13370.57851,6741,13370.57851,0,0,62.01054227,0,0,3,2,0,0,0,1.822083333,2.516241985,25.68333333,78.23,298.9583333,0,0,12.00659876,166,2291915,52.03966073,0
9/16/2001,3743,7424.132231,6363,12620.82645,6363,12620.82645,0,0,61.82710778,0,0,3,2,0,0,0,1.821666667,68.12141104,25.87916667,78.5825,284.75,0,0,12.18570572,133,2286455,52.00505166,0
9/17/2001,3298,6541.487603,6660,13209.91736,6660,13209.91736,0,0,62.11405077,0,0,3,2,0,0,0,1.457083333,34.80292261,26.0125,78.8225,260.625,0,0,10.41661075,143,2279502,52.44586961,0
9/18/2001,3245,6436.363636,6200,12297.52066,6200,12297.52066,0,0,61.95306071,0,0,3,2,0,0,0,1.924583333,56.46626605,24.75833333,76.565,226.5,0,0,12.25060574,160,2273324,52.57585567,0
9/19/2001,3128,6204.297521,6750,13388.42975,6750,13388.42975,0,0,61.758773,0,0,3,2,0,0,0,1.714166667,70.23411693,25.8375,78.5075,299.0416667,0,0,10.19495781,154,2265835,52.74194131,0
9/20/2001,3209,6364.958678,7149,14179.83471,7149,14179.83471,0,0,61.58212903,0,0,2,2,0,0,0,1.371666667,49.82909689,24.6625,76.3925,282.4583333,0,0,11.16383179,197,2257630,52.78350395,0
9/21/2001,3277,6499.834711,7148,14177.85124,7148,14177.85124,0,0,61.44885008,0,0,2,2,0,0,0,1.0075,1.333540836,25.30416667,77.5475,284.7916667,0,0,9.085843803,164,2249626,52.8975871,0
9/22/2001,2791,5535.867769,6676,13241.65289,6676,13241.65289,0,0,61.22543312,0,0,2,2,0,0,0,1.479166667,82.39557842,24.19166667,75.545,276.5833333,0,0,8.654084007,142,2241639,53.08998807,0
9/23/2001,2980,5910.743802,6581,13053.22314,6581,13053.22314,0,0,60.6584041,0,0,2,2,0,0,0,2.07875,201.0175325,22.75833333,72.965,244.25,0,0,8.042066514,131,2234236,53.21862679,0
9/24/2001,3853,7642.31405,6582,13055.20661,6582,13055.20661,0,0,60.39798335,0,0,2,2,0,0,0,1.692916667,203.2956028,20.075,68.135,185.1666667,11.176,0.44,9.358453544,163,2228499,53.4306089,0
9/25/2001,4153,8237.355372,6665,13219.83471,6665,13219.83471,0,0,60.50616248,0,0,2,2,0,0,0,3.590416667,596.7697185,19.06041667,66.30875,282.5,1.27,0.05,13.79686035,92,2223333,53.2783799,0
9/26/2001,3336,6616.859504,6234,12364.95868,6234,12364.95868,0,0,60.48695599,0,0,2,2,0,0,0,1.757083333,2.298467743,19.84583333,67.7225,256.4166667,0,0,12.19628848,70,2217445,53.78115277,0
9/27/2001,2893,5738.181818,5339,10589.75207,5339,10589.75207,0,0,60.30349334,0,0,2,2,0,0,0,1.994166667,23.72327549,20.88333333,69.59,250.6666667,0,0,11.3510865,59,2212476,53.60851072,0
9/28/2001,3012,5974.214876,5087,10089.91736,5087,10089.91736,0,0,60.18006352,0,0,2,2,0,0,0,1.692916667,2.21770904,20.55833333,69.005,224.9166667,0,0,6.807565439,151,2208060,53.78595057,0
9/29/2001,3011,5972.231405,5259,10431.07438,5259,10431.07438,0,0,60.0051933,0,0,2,2,0,0,0,2.785416667,139.1721057,23.85416667,74.9375,276.8333333,0,0,7.148620847,151,2203302,53.81810981,0
9/30/2001,3485,6912.396694,5152,10218.84298,5152,10218.84298,0,0,59.88839576,0,0,2,2,0,0,0,1.457083333,2.010318639,24.93333333,76.88,275.7083333,0,0,7.039121553,178,2199643,53.90649697,0
10/1/2001,3130,6208.264463,5074,10064.13223,5074,10064.13223,0,0,59.71359738,0,0,1,2,0,0,0,1.8425,2.406104918,27.15416667,80.8775,266.2916667,0,0,8.257372567,177,2195436,53.87558423,0
10/2/2001,3573,7086.942149,4556,9036.694215,4556,9036.694215,0,0,59.81693538,0,0,0,2,0,0,0,1.77875,2.405586485,27.425,81.365,265.2083333,0,0,8.894864915,124,2193241,52.90853074,0
10/3/2001,3613,7166.280992,5015,9947.107438,5015,9947.107438,0,0,59.66058838,0,0,0,2,0,0,0,1.138333333,1.519738372,25.70125,78.26225,263.4166667,0,0,8.746275672,166,2190131,52.44847303,0
10/4/2001,2350,4661.157025,4951,9820.165289,4951,9820.165289,0,0,59.42885803,0,0,0,2,0,0,0,1.519583333,36.99421559,22.04291667,71.67725,253.875,0,0,9.930907084,150,2184674,52.57275047,0
10/5/2001,3715,7368.595041,4115,8161.983471,4115,8161.983471,0,0,58.93487199,0,0,0,2,0,0,0,1.500416667,23.0875683,17.57083333,63.6275,198.25,0,0,11.30487587,150,2183583.091,52.7863587,0
10/6/2001,2858,5668.760331,3879,7693.884298,3879,7693.884298,0,0,58.47096517,0,0,0,2,0,0,0,1.32875,42.58184744,17.13333333,62.84,233.2083333,0,0,10.88040708,80,2177575.198,52.98180162,0
10/7/2001,2851,5654.876033,3505,6952.066116,3505,6952.066116,0,0,58.29214181,0,0,0,2,0,0,0,1.02875,1.339544914,17.96666667,64.34,226.875,0,0,10.95248671,80,2176121,53.22716907,0
10/8/2001,3110,6168.595041,3397,6737.85124,3397,6737.85124,0,0,58.35012681,0,0,0,2,0,0,0,1.672083333,94.63865323,19.9125,67.8425,232.125,0,0,7.70181655,80,2175393,53.33393399,0
10/9/2001,3043,6035.702479,2974,5898.842975,2974,5898.842975,0,0,57.76571442,0,0,0,2,0,0,0,5.508333333,1236.781324,19.775,67.595,254,0,0,-1.270019712,160,2175212,54.37366755,0
10/10/2001,3514,6969.917355,3661,7261.487603,3661,7261.487603,0,0,57.11747569,0,0,0,2,0,0,0,2.2725,59.13309943,20.12916667,68.2325,226,0,0,-1.148467712,128,2174666,54.23754286,0
10/11/2001,3152,6251.900826,3407,6757.68595,3407,6757.68595,0,0,57.71998539,0,0,0,2,0,0,0,2.87875,199.3443727,20.475,68.855,220.0833333,0,0,4.035675255,112,2173938,54.78836527,0
10/12/2001,3422,6787.438017,3094,6136.859504,3094,6136.859504,0,0,57.53537346,0,0,0,2,0,0,0,5.230416667,1096.967911,21.90833333,71.435,229.7916667,0,0,1.512432917,144,2174302,54.19354324,0
10/13/2001,3573,7086.942149,2759,5472.396694,2759,5472.396694,0,0,57.48796169,0,0,0,2,0,0,0,5.01625,1031.215773,24.075,75.335,237.375,0,0,5.926341315,80,2175757,54.9836722,0
10/14/2001,2731,5416.859504,2872,5696.528926,2872,5696.528926,0,0,57.07814507,0,0,0,2,0,0,0,4.243333333,458.3062932,26.15833333,79.085,234,0,0,4.20265794,134,2175212,54.81018943,0
10/15/2001,3729,7396.363636,3100,6148.760331,3100,6148.760331,0,0,57.06487898,0,0,0,2,0,0,0,0.47125,0.600447414,18.64583333,65.5625,163.3333333,0,0,3.687101054,171,2176121,54.35560435,0
10/16/2001,3091,6130.909091,2736,5426.77686,2736,5426.77686,0,0,56.92249147,0,0,0,2,0,0,0,1.157916667,1.599709664,20.04583333,68.0825,163.3333333,0,0,7.475049872,80,2176667,54.69072924,0
10/17/2001,3531,7003.636364,3257,6460.165289,3257,6460.165289,0,0,56.85166398,0,0,0,2,0,0,0,1.788333333,26.72179843,20.74375,69.33875,218.5833333,0,0,7.927703531,91,2177030,54.79518721,0
10/18/2001,3614,7168.264463,3394,6731.900826,3394,6731.900826,0,0,56.57718931,0,0,0,2,0,0,0,3.665416667,189.8157622,22.59708333,72.67475,218.5833333,0,0,1.919366992,128,2177212,54.99161596,0
10/19/2001,3091,6130.909091,3383,6710.082645,3383,6710.082645,0,0,55.43834469,0,0,0,2,0,0,0,0.870416667,1.121536866,17.80875,64.05575,221.375,0,0,3.664198723,166,2176303,54.96904812,0
10/20/2001,2967,5884.958678,3346,6636.694215,3346,6636.694215,0,0,55.78541598,0,0,0,2,0,0,0,0.830416667,1.076345377,17.54833333,63.587,187.375,0,0,5.464230435,80,2175393,55.04655868,0
10/21/2001,2653,5262.14876,3307,6559.338843,3307,6559.338843,0,0,55.52033251,0,0,0,2,0,0,0,1.006666667,1.349287967,16.54166667,61.775,205.125,0,0,5.960909454,80,2173938,54.7368234,0
10/22/2001,3402,6747.768595,3414,6771.570248,3414,6771.570248,0,0,55.40502546,0,0,0,2,0,0,0,0.95875,1.233311805,17.67125,63.80825,150.8333333,0,0,6.912450949,80,2173756,55.00303038,0
10/23/2001,3586,7112.727273,3414,6771.570248,3414,6771.570248,0,0,55.40247286,0,0,0,2,0,0,0,4.715416667,695.7399526,18,64.4,218,0,0,1.453914988,80,2173938,55.29977185,0
10/24/2001,3306,6557.355372,3685,7309.090909,3685,7309.090909,0,0,54.52387879,0,0,0,2,0,0,0,5.379583333,970.2573829,18.33333333,65,218.375,0,0,-5.097975613,171,2172847,55.12595977,0
10/25/2001,3523,6987.768595,3794,7525.289256,3794,7525.289256,0,0,54.03760365,0,0,0,2,0,0,0,3.13125,149.2802841,20.2625,68.4725,208.0416667,0,0,-1.344454272,96,2172119,55.28939392,0
10/26/2001,3595,7130.578512,3655,7249.586777,3655,7249.586777,0,0,53.98687788,0,0,0,2,0,0,0,0.728333333,0.928946479,16.02916667,60.8525,199.875,0,0,3.008982148,123,2171756,55.40077242,0
10/27/2001,2642,5240.330579,2918,5787.768595,2918,5787.768595,0,0,53.4711017,0,0,0,2,0,0,0,1.285833333,1.671884845,13.41666667,56.15,78.54166667,0,0,6.708273719,91,2171029,56.56980977,0
10/28/2001,2406,4772.231405,3398,6739.834711,3398,6739.834711,0,0,53.54820038,0,0,0,2,0,0,0,1.1504,1.520571014,14.4088,57.93584,57.48,0,0,10.71341401,11,2169040,56.21748463,0
10/29/2001,4554,9032.727273,5181,10276.36364,5181,10276.36364,0,0,53.69668134,0,0,0,2,0,0,0,1.259027778,1.598009777,13.48166667,56.267,32.45833333,7.696,0.302992126,11.88147247,11,2167774,55.05489304,0
10/30/2001,5880,11662.80992,5269,10450.90909,5269,10450.90909,0,0,53.49988762,0,0,0,2,0,0,0,4.705104167,1683.525041,14.11458333,57.40625,48.66666667,11.198,0.440866142,12.72036121,64,2168859,55.06792059,0
10/31/2001,4260,8449.586777,5113,10141.4876,5113,10141.4876,0,0,53.44866646,0,0,0,2,0,0,0,2.843819444,168.7031423,14.32638889,57.7875,127.5,0,0,10.84353325,59,2167051,55.32073311,0
11/1/2001,3881,7697.85124,5431,10772.2314,5431,10772.2314,0,0,53.05812714,0,0,0,2,0,0,0,0.75,0.963169697,13.04166667,55.475,185.3333333,0.354,0.013937008,8.334621058,0,2163977,55.16846097,0
