Date,KWK_WatTemp_dqc1_degF,KWK_Flow_dv20220611_cfs,KWK_WatTemp_degC,KWK_Flow_cms,AirT_degC_d_KRDD,RelHum_pct_d_KRDD,DewPtT_degC_d_KRDD,WindSp_m_per_sec_d_KRDD,SolRad_W_per_m2_d_RRAC,KWK_Flow_dv20221011_cfs
9/21/2001,53.64583333,8764,12.02546296,256.9352673,24.90833333,42.68875,,1.0925,297.826087,9073.583333
9/22/2001,53.6,8474,12,256.6756962,24.60833333,38.85708333,,1.350416667,281.2173913,9064.416667
9/23/2001,53.74166667,8385,12.0787037,257.1146073,23.29166667,45.32458333,,1.972083333,248.0869565,9079.916667
9/24/2001,53.725,8395,12.06944444,256.4939964,21.30416667,43.86541667,,1.307083333,192.1666667,9058
9/25/2001,53.85833333,8509,12.14351852,257.7682545,18.93846154,78.26192308,,4.333076923,281.6666667,9103
9/26/2001,53.94166667,7952,12.18981481,246.8344121,18.9125,68.29916667,,1.8,255.3333333,8716.875
9/27/2001,54.25,7591,12.36111111,232.7078453,20.69583333,64.15375,,1.714583333,248.625,8218
9/28/2001,54.3,7292,12.38888889,230.3681658,21.03333333,41.88875,,1.950833333,228.3333333,8135.375
9/29/2001,54.35,7708,12.41666667,230.8200555,22.5125,42.51625,,2.721666667,276.7916667,8151.333333
9/30/2001,54.55,7607,12.52777778,231.8559802,24.6125,39.82125,,1.370833333,275.7083333,8187.916667
10/1/2001,54.66666667,7392,12.59259259,232.3078698,26.87083333,34.38333333,,1.97125,266.2916667,8203.875
10/2/2001,54.825,7411,12.68055556,231.4878612,27.475,36.30041667,,1.8,314.2631579,8174.916667
10/3/2001,54.69166667,7978,12.60648148,229.5033222,26.57826087,36.97782609,,1.185217391,263.8333333,8104.833333
10/4/2001,54.02083333,7863,12.2337963,229.3239821,23.18095238,46.61,,1.2,262.9130435,8098.5
10/5/2001,53.8,6909,12.11111111,207.6061407,19.02916667,62.8325,,1.629166667,175.0869565,7331.541667
10/6/2001,53.9375,6500,12.1875,189.7228722,16.7625,70.62791667,,1.32875,234.4166667,6700
10/7/2001,54.0625,6024,12.25694444,187.5389354,17.80416667,67.6475,,1.114583333,225.875,6622.875
10/8/2001,54.225,5935,12.34722222,187.1696365,19.4,61.27458333,,0.964583333,233.5416667,6609.833333
10/9/2001,54.29583333,5753,12.38657407,186.644595,19.85,28.21708333,,5.572083333,254.875,6591.291667
10/10/2001,54.275,6153,12.375,181.7162838,20.35833333,23.05375,,2.894583333,223.8333333,6417.25
10/11/2001,54.55833333,6362,12.53240741,174.737361,20.27857143,38.01392857,,1.781428571,222.4583333,6170.791667
10/12/2001,54.70416667,5436,12.61342593,168.3212355,21.02916667,25.1725,,5.723333333,229.875,5944.208333
10/13/2001,54.9,5124,12.72222222,168.1265572,23.17083333,33.59125,,4.780416667,237.25,5937.333333
10/14/2001,55.12083333,5258,12.84490741,168.1006001,26.82916667,25.64541667,,4.672916667,232.7083333,5936.416667
10/15/2001,54.95416667,5189,12.75231481,169.0881501,19.70833333,36.55958333,,1.049583333,163.4583333,5971.291667
10/16/2001,55.00833333,5330,12.78240741,166.7236934,19.68333333,46.40958333,,1.093333333,199.2173913,5887.791667
10/17/2001,54.84166667,5307,12.68981481,165.003445,21.54090909,45.45272727,,1.378181818,315,5827.041667
10/18/2001,54.85833333,5501,12.69907407,164.2471492,21.86956522,31.22695652,,3.489130435,218.0833333,5800.333333
10/19/2001,54.84166667,5530,12.68981481,165.3090309,18.30416667,39.6725,,1.243333333,221.3333333,5837.833333
10/20/2001,54.84583333,5753,12.69212963,169.7583155,17.83,49.2825,,0.849,187.75,5994.958333
10/21/2001,54.89166667,5746,12.71759259,175.2718415,17,52.385,,0.899583333,205.25,6189.666667
10/22/2001,54.9625,5937,12.75694444,174.4612717,16.60869565,51.74521739,,0.804782609,150.5,6161.041667
10/23/2001,54.97916667,5893,12.7662037,173.0230119,19.16666667,42.84291667,,3.622083333,218.5833333,6110.25
10/24/2001,54.7625,6057,12.64583333,172.671411,17.41666667,23.81083333,,5.915,218.1666667,6097.833333
10/25/2001,54.61666667,5894,12.56481481,174.503747,20.70833333,19.56833333,,3.645416667,208.0416667,6162.541667
10/26/2001,54.8,5929,12.66666667,175.5113548,16.66666667,43.62666667,,1.179166667,199.7916667,6198.125
10/27/2001,54.62083333,5403,12.56712963,174.332666,13.875,57.21041667,,1.092916667,79.54166667,6156.5
10/28/2001,54.58333333,5902,12.5462963,173.479621,14.69565217,74.32913043,,1.11826087,59.79166667,6126.375
10/29/2001,55.26666667,5631,12.92592593,173.9256114,13.60869565,85.80086957,,0.916086957,34.17391304,6142.125
10/30/2001,55.65,5720,13.13888889,173.4395055,13.85,95.3515,,3.45925,40.36363636,6124.958333
10/31/2001,55.35,5540,12.97222222,173.6790188,14.56756757,82.28864865,,4.004594595,127.4545455,6133.416667
11/1/2001,55.25,6003,12.91666667,166.9584872,13.26086957,77.96173913,,0.693043478,214.5882353,5896.083333
11/2/2001,55.38333333,6027,12.99074074,169.0480345,12.375,75.61458333,,0.985,141.8235294,5969.875
11/3/2001,55.2,5870,12.88888889,162.2083362,14.04166667,68.07625,,1.157083333,191.75,5728.333333
11/4/2001,55.22083333,5318,12.90046296,161.6478986,14.5,65.29409091,,0.467272727,235.2631579,5708.541667
11/5/2001,55.47083333,5114,13.03935185,161.842577,13.95833333,68.73208333,,0.385416667,158.7272727,5715.416667
11/6/2001,55.65416667,5144,13.1412037,156.9992163,12.66666667,70.86791667,,0.771666667,164.2608696,5544.375
11/7/2001,55.7125,4967,13.17361111,152.5286942,15.45833333,35.12791667,,4.372916667,142.6363636,5386.5
11/8/2001,55.50416667,5165,13.05787037,152.5003773,12.875,53.51875,,1.114166667,175.4583333,5385.5
11/9/2001,55.53333333,5484,13.07407407,152.6301629,13.25,59.67875,,0.942916667,159.75,5390.083333
11/10/2001,55.4625,5241,13.03472222,151.5718207,12.68,68.8648,,0.6584,141.2608696,5352.708333
11/11/2001,55.57083333,5050,13.09490741,151.2107809,13.69767442,91.56116279,,2.308837209,22.875,5339.958333
11/12/2001,55.6125,5334,13.11805556,148.8958787,14.45652174,80.53695652,,4.685869565,16.29166667,5258.208333
11/13/2001,55.675,4613,13.15277778,144.0513382,11.91190476,48.88,,5.502790698,31.66666667,5087.125
11/14/2001,55.7125,4565,13.17361111,135.1987841,11.67608696,97.07782609,,2.046086957,41.08333333,4774.5
11/15/2001,55.69583333,4564,13.16435185,133.8490144,12.31111111,94.388,,0.937111111,47.5,4726.833333
11/16/2001,55.71666667,4214,13.17592593,130.736521,13.45454545,93.16818182,,1.715151515,19.70833333,4616.916667
11/17/2001,55.625,4199,13.125,128.9301421,12.67741935,85.18741935,,1.460645161,154.0416667,4553.125
11/18/2001,55.4125,4124,13.00694444,126.5975419,10.95833333,77.97916667,,1.543333333,79.95833333,4470.75
11/19/2001,55.40416667,4424,13.00231481,128.9289623,12.66666667,82.74,,1.919666667,25.66666667,4553.083333
11/20/2001,55.45,4548,13.02777778,126.9585817,12.7326087,92.8176087,,1.76673913,17.81818182,4483.5
11/21/2001,55.46666667,4476,13.03703704,122.9010136,13.42857143,89.68595238,,6.087619048,13.54166667,4340.208333
11/22/2001,55.32083333,3751,12.95601852,121.3199896,12.97,77.302,,6.052333333,118.2083333,4284.375
11/23/2001,55.025,3705,12.79166667,121.3931415,7.615384615,73.34384615,,1.463846154,50.65217391,4286.958333
11/24/2001,54.59583333,4470,12.55324074,120.6179678,7.007692308,81.30461538,,3.046923077,47.91666667,4259.583333
11/25/2001,54.50833333,3520,12.50462963,121.4403362,6.714814815,77.4962963,,2.82,85.91666667,4288.625
11/26/2001,54.525,3724,12.51388889,119.6315976,6.382142857,81.19285714,,1.469642857,150.9583333,4224.75
11/27/2001,54.37083333,4091,12.42824074,119.2092047,7.825,48.60791667,,3.965416667,95,4209.833333
11/28/2001,54.34166667,4011,12.41203704,118.1426035,5.938888889,80.08,,2.915277778,17.25,4172.166667
11/29/2001,53.94166667,3917,12.18981481,119.7755416,6.268292683,90.88536585,,5.019268293,44.75,4229.833333
11/30/2001,53.8125,3672,12.11805556,115.3415954,5.079166667,90.82666667,,0.942916667,54.04347826,4073.25
12/1/2001,53.21666667,4264,11.78703704,132.4390714,8.295454545,92.14727273,,9.797727273,7.541666667,4677.041667
12/2/2001,53.15416667,3946,11.75231481,127.9425921,9.454545455,87.86363636,,9.539393939,84.21052632,4518.25
12/3/2001,53.27083333,3004,11.81712963,121.2739747,8.315384615,79.26653846,,6.271538462,102.8333333,4282.75
12/4/2001,53.36666667,4151,11.87037037,116.9391375,4.620833333,76.57333333,,1.8,136.0833333,4129.666667
12/5/2001,53.3875,3483,11.88194444,117.9078096,7.433333333,86.55066667,,6.242333333,7.958333333,4163.875
12/6/2001,53.32916667,4111,11.84953704,115.5681302,8.536842105,98.44684211,,2.545614035,24.70833333,4081.25
12/7/2001,53.10416667,4125,11.72453704,114.5062484,9.709677419,77.25483871,,2.389032258,32.05555556,4043.75
12/8/2001,52.98333333,3625,11.65740741,115.0607867,9.166666667,61.5525,,1.73625,,4063.333333
12/9/2001,52.71666667,3634,11.50925926,113.9658686,8.976923077,73.46346154,,3.878846154,,4024.666667
12/10/2001,52.30833333,3663,11.28240741,113.7782695,9.025,42.36041667,,4.286666667,,4018.041667
12/11/2001,51.8875,3619,11.04861111,117.6057632,7,59.52571429,,1.763333333,116.7916667,4153.208333
12/12/2001,51.49166667,3768,10.8287037,116.9367777,4.782608696,73.82434783,,1.028695652,73.20833333,4129.583333
12/13/2001,51.25,3986,10.69444444,116.6394508,5.84,86.1332,,0.9048,19.79166667,4119.083333
12/14/2001,50.9875,4190,10.54861111,119.655195,7.066666667,85.48555556,,4.904,137.2272727,4225.583333
12/15/2001,50.8875,3595,10.49305556,118.3207636,4.5,67.33041667,,1.649583333,118.625,4178.458333
12/16/2001,50.79166667,3777,10.43981481,116.9709939,6.820833333,76.53625,,0.727916667,24.375,4130.791667
12/17/2001,50.7625,3757,10.42361111,117.401646,6.503174603,94.55968254,,1.992380952,1.176470588,4146
12/18/2001,50.75833333,3896,10.4212963,116.7704163,7.733333333,94.57644444,,2.457555556,29.28571429,4123.708333
12/19/2001,50.5125,3677,10.28472222,118.6818034,7.068181818,96.47454545,,2.058181818,14.79166667,4191.208333
12/20/2001,50.11666667,4407,10.06481481,124.3817487,7.432432432,92.55621622,,3.128108108,22.54166667,4392.5
12/21/2001,49.85833333,3858,9.921296296,123.9098012,5.461538462,95.16788462,,0.860576923,57.43478261,4375.833333
12/22/2001,49.47083333,3958,9.706018519,122.6827379,7.614035088,92.86263158,,3.447192982,23.125,4332.5
12/23/2001,49.52916667,3194,9.738425926,126.0854789,8.583333333,84.20861111,,3.744166667,128.2916667,4452.666667
12/24/2001,49.2,3293,9.555555556,113.2272708,6.625,70.9725,,2.122916667,99.70833333,3998.583333
12/25/2001,49.1375,3450,9.520833333,108.3284564,6.708333333,79.52833333,,1.0075,30.95833333,3825.583333
12/26/2001,49.01666667,3684,9.453703704,107.7975155,8.787878788,85.57333333,,1.386666667,36.375,3806.833333
12/27/2001,48.96666667,3511,9.425925926,107.5025483,9.0625,92.35875,,1.67125,18.08333333,3796.416667
12/28/2001,48.925,3510,9.402777778,107.1249904,9.006666667,95.21533333,,1.697,21.75,3783.083333
12/29/2001,48.8875,4585,9.381944444,109.3313447,9.472222222,97.5175,,0.728611111,56.82352941,3861
12/30/2001,49.0375,3382,9.465277778,110.6976325,10.46428571,94.47892857,,0.587142857,0.230769231,3909.25
12/31/2001,49.47916667,3428,9.710648148,115.084384,11.36842105,96.00526316,,0.568421053,103.5,4064.166667
1/1/2002,49.60833333,3894,9.782407407,114.6690703,11.44736842,96.29394737,,0.987368421,0,4049.5
1/2/2002,49.775,6323,9.875,247.221409,12.1372549,95.66196078,,5.850588235,,8730.541667
1/3/2002,50.625,14516,10.34722222,437.0964843,8.5625,91.29104167,,1.317916667,423.1428571,15435.91667
1/4/2002,50.30416667,14104,10.16898148,383.1682298,7.75,75.15208333,,1.52125,111.375,13531.45833
1/5/2002,50.25416667,10899,10.1412037,335.9168518,7.794117647,91.84205882,,1.498235294,24.5,11862.79167
1/6/2002,50.0875,11574,10.04861111,326.9569296,8.358823529,98.33039216,,1.451764706,17.41666667,11546.375
1/7/2002,50.41666667,11211,10.23148148,327.9385803,9.15,95.68875,,0.30825,64.125,11581.04167
1/8/2002,50.29583333,10282,10.16435185,325.6838513,9.9,95.51222222,,1.042222222,28.875,11501.41667
1/9/2002,50.5375,10192,10.29861111,287.8560839,9.861290323,79.71967742,,2.373225806,169.25,10165.54167
1/10/2002,50.5625,9574,10.3125,283.2534165,10.70833333,62.69041667,,1.693333333,113.9583333,10003
1/11/2002,50.45416667,8411,10.25231481,257.3836174,6.620689655,86.68103448,,0.428333333,78.75,9089.416667
1/12/2002,50.25,8104,10.13888889,242.1939889,7.044444444,88.62083333,,0.642222222,131.4166667,8553
1/13/2002,50.04166667,7746,10.02314815,228.5370098,11.56,45.8352,,4.548,146.5,8070.708333
1/14/2002,50.09166667,7293,10.05092593,212.8589157,5.277777778,83.71638889,,1.2,112.1904762,7517.041667
1/15/2002,49.90416667,6401,9.946759259,197.8745844,7.65,40.15583333,,5.46625,162.3181818,6987.875
1/16/2002,49.51666667,6399,9.731481481,182.5693288,9.666666667,31.645,,5.745,148.75,6447.375
1/17/2002,49.5375,5972,9.743055556,172.447236,6.8,57.49304348,,2.57173913,140.5,6089.916667
1/18/2002,49.29583333,5780,9.608796296,164.5609942,7.795833333,43.75583333,,3.709166667,130.6666667,5811.416667
1/19/2002,49.2875,5342,9.604166667,164.7403343,5.666666667,59.31833333,,2.4,126.7083333,5817.75
1/20/2002,49.31666667,4882,9.62037037,158.2734744,5.625,58.39291667,,1.329166667,115.5,5589.375
1/21/2002,49.30833333,5336,9.615740741,150.3223399,6.55,79.9925,,4.2305,59.625,5308.583333
1/22/2002,48.9875,5142,9.4375,148.5619759,4.1,63.953,,0.412,136.9583333,5246.416667
1/23/2002,48.525,4772,9.180555556,139.1489842,3.375,66.97958333,,2.035833333,145.4166667,4914
1/24/2002,48.4,4068,9.111111111,132.2797891,4.791666667,66.0575,,1.456666667,135.1363636,4671.416667
1/25/2002,48.42916667,4021,9.127314815,126.7639034,3.4,80.19208333,,0.257083333,53.39130435,4476.625
1/26/2002,48.525,4142,9.180555556,121.1854846,5.583333333,90.46395833,,1.275,71.9047619,4279.625
1/27/2002,48.25833333,3998,9.032407407,121.0037848,2.958333333,69.10416667,,1.3925,155.5833333,4273.208333
1/28/2002,48.10416667,4319,8.946759259,120.9176544,0.842105263,81.41921053,,1.745789474,109.5454545,4270.166667
1/29/2002,47.8875,4023,8.826388889,121.3294286,1.2,81.99311111,,1.519777778,167.7083333,4284.708333
1/30/2002,47.7625,4043,8.756944444,122.0833646,4.341666667,43.44,,3.151666667,159.375,4311.333333
1/31/2002,47.66666667,3982,8.703703704,121.2338592,2.090909091,66.09636364,,1.004545455,164.5263158,4281.333333
2/1/2002,47.78333333,3618,8.768518519,121.1736859,5.291666667,71.33125,,1.650416667,123.8181818,4279.208333
2/2/2002,47.82916667,3933,8.793981481,120.697019,4.04,75.0676,,1.3996,175.173913,4262.375
2/3/2002,47.94166667,4143,8.856481481,120.8327039,5.695652174,73.51043478,,0.96173913,170.5,4267.166667
2/4/2002,47.96666667,4171,8.87037037,121.0615984,6.280769231,67.61961538,,0.929615385,180.5,4275.25
2/5/2002,47.85833333,3712,8.810185185,120.7359547,5.833333333,70.93083333,,0.771666667,154.3478261,4263.75
2/6/2002,47.8875,3995,8.826388889,120.9672089,5.458333333,77.79958333,,0.685416667,119.5416667,4271.916667
2/7/2002,47.84583333,4209,8.803240741,122.7924656,9.375609756,86.62341463,,4.328780488,26.29166667,4336.375
2/8/2002,47.775,4131,8.763888889,121.8049156,8.111111111,70.90074074,,3.906296296,188.875,4301.5
2/9/2002,47.575,3332,8.652777778,121.5241069,11.73913043,33.92,,4.764347826,174.0833333,4291.583333
2/10/2002,47.3,4272,8.5,121.31645,11,43.75458333,,1.736666667,189.4583333,4284.25
2/11/2002,47.675,3940,8.708333333,121.7907572,9.208333333,61.62583333,,0.964166667,142.75,4301
2/12/2002,47.85833333,4202,8.810185185,121.6928281,16.77916667,29.21666667,,4.009166667,201.0833333,4297.541667
2/13/2002,47.9,3894,8.833333333,121.5217471,13.25,52.34125,,1.520833333,145,4291.5
2/14/2002,47.9,4173,8.833333333,119.5277692,10.36363636,66.91954545,,2.524545455,203.2083333,4221.083333
2/15/2002,47.91666667,3978,8.842592593,121.8320526,12.56923077,47.75807692,,2.037692308,105.1666667,4302.458333
2/16/2002,47.93333333,3936,8.851851852,121.8143546,10.40454545,81.14181818,,1.308181818,43.125,4301.833333
2/17/2002,47.8375,3837,8.798611111,121.4049402,8.9,81.95466667,,1.851666667,248.4666667,4287.375
2/18/2002,47.8625,4123,8.8125,120.8303441,9.066666667,80.87766667,,1.852333333,11.8125,4267.083333
2/19/2002,47.75416667,4027,8.752314815,123.0343387,8.659090909,92.39318182,,3.857272727,17,4344.916667
2/20/2002,47.34166667,4226,8.523148148,124.4525408,9.095918367,97.79204082,,1.521836735,25.375,4395
2/21/2002,47.1625,3579,8.423611111,125.6937625,12.485,87.67,,0.7455,210.1428571,4438.833333
2/22/2002,47.57083333,3885,8.650462963,122.4396849,10.375,85.8528125,,0.8834375,190.4583333,4323.916667
2/23/2002,48.4,3953,9.111111111,121.5583231,12.51851852,74.59592593,,5.811851852,81.91666667,4292.791667
2/24/2002,48.4,3999,9.111111111,117.8122402,12.0875,69.39208333,,2.465,228.7916667,4160.5
2/25/2002,48.4,4091,9.111111111,115.1103411,15.29166667,33.99708333,,4.415833333,243.5652174,4065.083333
2/26/2002,48.4,3876,9.111111111,115.3793512,16.66666667,30.7575,,3.237083333,230.7083333,4074.583333
2/27/2002,48.43333333,6161,9.12962963,186.4746939,17.54166667,30.62291667,,4.586666667,240.375,6585.291667
2/28/2002,48.43333333,6364,9.12962963,188.8674674,16.95652174,24.43478261,,4.719130435,249.9583333,6669.791667
3/1/2002,48.2875,6256,9.048611111,184.3344122,11.625,20.29875,,8.874166667,248.5416667,6509.708333
3/2/2002,48.47083333,6355,9.150462963,186.2646773,13.5,22.24625,,6.086666667,255.4583333,6577.875
3/3/2002,48.55416667,5870,9.196759259,186.5561048,10.25416667,45.665,,0.9,254,6588.166667
3/4/2002,48.51666667,6382,9.175925926,186.8050571,8.557142857,58.8452381,,1.101428571,222.75,6596.958333
3/5/2002,48.575,6353,9.208333333,186.6587534,8.495652174,69.11217391,,0.872173913,108.4090909,6591.791667
3/6/2002,48.5,6115,9.166666667,186.6764514,11.08301887,89.80471698,,3.533207547,354,6592.416667
3/7/2002,48.4875,6205,9.159722222,187.1259814,9.921052632,82.37657895,,5.375526316,187.5416667,6608.291667
3/8/2002,48.0625,6236,8.923611111,190.693904,5.75,48.64541667,,3.085416667,250.25,6734.291667
3/9/2002,47.95416667,6113,8.863425926,184.6399982,5.491666667,63.1,,1.114166667,80.45833333,6520.5
3/10/2002,48.4,6151,9.111111111,182.9138504,8.497142857,90.10914286,,4.570571429,65.5,6459.541667
3/11/2002,48.4,5690,9.111111111,175.6246222,11.52173913,83.20173913,,1.856086957,199.7916667,6202.125
3/12/2002,48.33333333,5291,9.074074074,174.2512551,13.30434783,70.39217391,,2.997391304,188.25,6153.625
3/13/2002,48.06666667,5358,8.925925926,172.9168237,8.361904762,53.57142857,,3.135238095,236.5217391,6106.5
3/14/2002,47.84166667,5474,8.800925926,172.2938531,7.130434783,57.49043478,,3.22,276.3333333,6084.5
3/15/2002,47.77916667,6017,8.766203704,168.4498412,6.52173913,56.44173913,,1.363913043,120.4,5948.75
3/16/2002,47.96666667,5909,8.87037037,157.0676487,7,56.59238095,,2.523333333,232.25,5546.791667
3/17/2002,47.87916667,4740,8.821759259,156.7172277,6.933333333,66.724,,4.251333333,445.0833333,5534.416667
3/18/2002,47.64166667,5231,8.689814815,158.3773029,7.608695652,38.90086957,,3.243913043,297.75,5593.041667
3/19/2002,47.8125,5754,8.784722222,158.7407024,9.492307692,51.22576923,,0.692307692,278.9166667,5605.875
3/20/2002,48.36666667,5508,9.092592593,153.6932245,11.70833333,60.25791667,,1.392916667,273.6666667,5427.625
3/21/2002,48.55416667,4969,9.196759259,147.1933283,13.24166667,60.82791667,,1.435416667,231.7916667,5198.083333
3/22/2002,48.75,4887,9.305555556,138.5696687,11.82068966,75.81827586,,3.015172414,71.625,4893.541667
3/23/2002,48.4625,4603,9.145833333,135.6365153,10.69565217,86.31043478,,5.434565217,134.0833333,4789.958333
3/24/2002,48.17916667,4239,8.988425926,129.9837648,8.725490196,88.72960784,,1.644313725,267.2083333,4590.333333
3/25/2002,48.39583333,4208,9.108796296,123.8118721,10.89166667,74.26833333,,1.629166667,299.0909091,4372.375
3/26/2002,48.78333333,4091,9.324074074,115.0206711,11.375,65.11291667,,1.520833333,241,4061.916667
3/27/2002,49.24166667,4006,9.578703704,115.3887901,14.2875,51.01708333,,2.765416667,700.5,4074.916667
3/28/2002,49.47916667,3734,9.710648148,116.5084854,20.04583333,29.11416667,,5.530416667,295.9166667,4114.458333
3/29/2002,49.57916667,3890,9.766203704,116.5556802,21.95416667,26.78666667,,5.658333333,322.7916667,4116.125
3/30/2002,50.05416667,4106,10.03009259,116.4152758,21.70833333,21.31166667,,4.244583333,334.6666667,4111.166667
3/31/2002,50.03333333,3994,10.01851852,116.1132295,26.25,16.6425,,2.5725,333.9166667,4100.5
4/1/2002,49.7625,4224,9.868055556,115.910292,27.88888889,16.93,,6.001111111,332.3333333,4093.333333
4/2/2002,49.68333333,3993,9.824074074,116.6524294,25.62916667,23.3525,,4.972916667,331.2083333,4119.541667
4/3/2002,49.31666667,4010,9.62037037,116.9568355,18.875,58.12208333,,1.393333333,298.4347826,4130.291667
4/4/2002,49.08333333,3969,9.490740741,116.5320828,16.03214286,76.73428571,,2.425714286,176.2916667,4115.291667
4/5/2002,48.93333333,4003,9.407407407,116.3291454,14.125,77.06583333,,3.344166667,95.91666667,4108.125
4/6/2002,49.0875,3987,9.493055556,116.6028749,15.72083333,68.23333333,,1.9075,408.3888889,4117.791667
4/7/2002,49.15652174,4146,9.531400966,116.5816886,16.83333333,54.71541667,,2.144166667,335.7916667,4117.043478
4/8/2002,49.21666667,4119,9.564814815,117.1621326,17.125,59.4625,,1.885833333,255.5833333,4137.541667
4/9/2002,49.1,3996,9.5,118.0635523,15.11111111,72.31259259,,4.134814815,74.375,4169.375
4/10/2002,49.175,4240,9.541666667,118.6475872,13.88157895,84.435,,1.285263158,312.3333333,4190
4/11/2002,49.33333333,4036,9.62962963,118.0305159,17.26666667,67.72416667,,1.693333333,261.0869565,4168.208333
4/12/2002,50.1,4182,10.05555556,118.3950953,17.80416667,57.87833333,,2.829166667,328.875,4181.083333
4/13/2002,50.10416667,4229,10.05787037,132.6691458,20,58.28291667,,1.243333333,73.5,4685.166667
4/14/2002,50.52916667,4773,10.29398148,144.4560332,23.125,48.98041667,,2.63625,900.75,5101.416667
4/15/2002,50.1125,5606,10.0625,159.0167916,13.7125,32.76541667,,4.159166667,283.8571429,5615.625
4/16/2002,49.275,5298,9.597222222,159.4380047,10.26315789,64.46631579,,3.059473684,104.35,5630.5
4/17/2002,49.73333333,5592,9.851851852,159.2928809,6.952173913,86.53782609,,2.001521739,266.25,5625.375
4/18/2002,50.0375,5511,10.02083333,159.3424354,8.708333333,69.415,,3.19375,381.625,5627.125
4/19/2002,50.4625,6347,10.25694444,171.370016,14.55,38.1475,,3.88,376.125,6051.875
4/20/2002,51.10833333,5785,10.61574074,171.9811879,15.25,43.52958333,,2.379166667,367.625,6073.458333
4/21/2002,50.57916667,5879,10.32175926,172.0331021,15.425,53.92,,1.285833333,382.3913043,6075.291667
4/22/2002,49.87916667,6579,9.93287037,188.5229458,17.30434783,50.9726087,,1.655217391,367.3333333,6657.625
4/23/2002,50.20833333,6817,10.11574074,210.7941456,19.8,46.43043478,,2.974782609,374,7444.125
4/24/2002,50.21666667,6804,10.12037037,211.1079907,22.32916667,22.12958333,,4.544583333,373,7455.208333
4/25/2002,50.4875,7862,10.27083333,223.8493918,18.75,56.51,,1.778333333,364.2916667,7905.166667
4/26/2002,50.0875,7365,10.04861111,225.7914555,17.54583333,57.71875,,4.159166667,276.75,7973.75
4/27/2002,49.94583333,7825,9.969907407,238.5599936,12.49230769,58.87769231,,4.570769231,279.1428571,8424.666667
4/28/2002,50.49583333,8454,10.27546296,235.7165102,10.01,77.3425,,1.877,233.7826087,8324.25
4/29/2002,51.17083333,8106,10.65046296,239.8779068,12.436,71.0804,,3.0452,218.3043478,8471.208333
4/30/2002,51,8661,10.55555556,240.7592687,10.83333333,80.69533333,,2.057333333,126.5714286,8502.333333
5/1/2002,49.78333333,6645,9.87962963,238.6355052,12.52307692,74.78923077,,1.65,324.8181818,8427.333333
5/2/2002,49.91666667,8326,9.953703704,232.2748335,16.125,68.25125,,1.8425,386.7826087,8202.708333
5/3/2002,50.23333333,7605,10.12962963,228.9098482,17.95714286,61.15904762,,2.93952381,436.7619048,8083.875
5/4/2002,50.45833333,8014,10.25462963,246.8001959,18.58333333,53.04291667,,2.035416667,401.8333333,8715.666667
5/5/2002,50.37083333,8305,10.20601852,247.0904436,21.04166667,36.77041667,,2.165833333,374.3043478,8725.916667
5/6/2002,50.38333333,8070,10.21296296,246.7506415,19.6625,39.24458333,,1.928333333,402.75,8713.916667
5/7/2002,50.21666667,8164,10.12037037,247.1388182,18.28,24.1268,,6.1116,425.25,8727.625
5/8/2002,50.04583333,8747,10.02546296,248.613654,18.125,19.54541667,,4.7375,436.173913,8779.708333
5/9/2002,50.44166667,7660,10.24537037,240.0230307,16.02916667,40.52166667,,1.542916667,418.9583333,8476.333333
5/10/2002,50.00833333,7846,10.00462963,239.5074281,17.11666667,30.65708333,,5.7875,547.625,8458.125
5/11/2002,49.60833333,8280,9.782407407,254.3312973,18.58333333,30.25375,,4.4375,426.875,8981.625
5/12/2002,49.7375,7994,9.854166667,257.1500034,19.07083333,41.92125,,1.585833333,423.9583333,9081.166667
5/13/2002,49.74166667,9473,9.856481481,254.9660666,21.25,41.61666667,,1.908333333,422.9166667,9004.041667
5/14/2002,50.21666667,9914,10.12037037,297.364645,21.875,30.96833333,,4.48125,395.125,10501.33333
5/15/2002,50.82083333,10085,10.45601852,330.0210483,22.75,28.92125,,4.1375,427.2083333,11654.58333
5/16/2002,50.28333333,10658,10.15740741,308.9084795,23.6,22.87125,,3.773333333,424.0833333,10909
5/17/2002,51.80833333,11086,11.00462963,309.4972339,22.625,38.32,,1.865,421.625,10929.79167
5/18/2002,52.4375,10298,11.35416667,308.8683639,21.83333333,41.46291667,,4.137083333,372.173913,10907.58333
5/19/2002,51.82083333,10070,11.01157407,309.6057818,15.5,56.52318182,,6.36,75.15789474,10933.625
5/20/2002,51.475,10443,10.81944444,310.4777047,11.76923077,77.19102564,,5.896666667,303.8571429,10964.41667
5/21/2002,51.80416667,9474,11.00231481,287.5823544,10.97142857,80.67542857,,1.851714286,186.2916667,10155.875
5/22/2002,52.17083333,10114,11.20601852,284.2799021,14.45,62.95416667,,1.971666667,346.4347826,10039.25
5/23/2002,52.23333333,9413,11.24074074,284.0144317,18.08333333,42.105,,3.987083333,440.5833333,10029.875
5/24/2002,51.21666667,9992,10.67592593,284.2952404,24.53333333,31.07833333,,2.515,434.4583333,10039.79167
5/25/2002,50.45416667,9141,10.25231481,295.0886785,23.16666667,42.21166667,,2.271666667,397.25,10420.95833
5/26/2002,50.14583333,10764,10.08101852,314.9092912,22.55416667,51.40083333,,1.97125,396.9130435,11120.91667
